number;name;stereotype
33;organizationalBase;phase
33;norm;kind
33;secondary premisse;role
33;civil;role
33;subject;kind
33;registryResponsible;role
33;viceInspector;role
33;public;phase
33;section;subkind
33;applicationNorm;relator
33;substitution;relator
33;personal;phase
33;designationResponsabilitySection;relator
33;base;collective
33;designationResponsabilityRegistry;relator
33;team;collective
33;create;subkind
33;phenomenon;relator
33;sanction;kind
33;keyword;kind
33;experience;subkind
33;civilServiceUnit;role
33;commitment;relator
33;generalInspector;role
35;Competitor;roleMixin
35;Simple Market;subkind
35;Equivalent Capability;role
35;Value Proposition;relator
35;Market Competition;relator
35;Capability;quality
35;Potential Competition;relator
35;Supplier;roleMixin
35;Scarce Resource;roleMixin
35;Non-Competition;phase
35;Resource;mixin
35;Single Resource;roleMixin
35;Direct Competitor;roleMixin
35;Supplier Capability;role
35;Demand for Market;mode
35;Resource Stock;collective
35;Market Competitor;roleMixin
35;Resource Demand;mode
35;Agent;category
35;Economic Agent;category
35;Potential Competitor;roleMixin
35;Competition;phase
35;Collective Demand;relator
35;Indirect Competitor;roleMixin
35;Market;collective
35;Resource Type;type
35;Composed Market;subkind
36;Electricity Consumption;relator
36;Robot;kind
36;Object Lifter;role
36;BalanceSupport;relator
36;Robot Handle;kind
36;Being Supported;role
36;Patient;kind
36;Electricity Consumer;role
36;LiftUp;relator
36;Balance Supporter;role
36;Being Lifted;role
36;Electricity Source;role
36;Battery;kind
37;Actor;category
37;Payment;relator
37;Purchase;relator
37;Sale;relator
37;ProvenanceEvaluation;nonPerceivableQuality
37;RawProduct;kind
37;Production;relator
37;BusinessNeed;kind
37;ConsumerNeed;relator
37;DeclaredProvenance;subkind
37;GeographicIndication;subkind
37;Provider;kind
37;Agent;kind
37;CounterObject;kind
37;EndProduct;kind
37;ValueActivity;category
37;Consumer;kind
37;DeclaredValue;stringNominalStructure
37;Provenance;kind
37;Receipt;relator
37;Policy;kind
37;ValueObject;category
38;Course;kind
38;NonCharacterizedQuestion;role
38;AnsweredQuestion;role
38;Student;role
38;Organization;subkind
38;Curriculum;collective
38;WorkContract;relator
38;ParticipantWithQuestion;role
38;TutoredDiscipline;role
38;Enrollment;relator
38;Tutor;role
38;Topic;kind
38;Question;kind
38;Person;subkind
38;Agent;kind
38;Ementa;collective
38;ParticipantWithanswer;role
38;CharacterizingTopic;role
38;EducationalInstitution;subkind
38;OpenQuestion;role
38;NonCharacterizingTopic;role
38;NonTutoredDiscipline;role
38;CharacterizedQuestion;role
38;Participant;role
38;Tutoring;relator
38;Answer;kind
38;Professor;role
38;Discipline;kind
38;ActiveStudent;role
39;Offered Contribution;event
39;Economic Offering;relator
39;Offered Contribution Type;type
39;Offer;event
39;Counterpart Contribution;event
39;Counterpart Contribution Type;type
39;Conditional Commitment;mode
39;Preference;mode
39;Offeree Unconditional Agreement;mode
39;Economic Agreement;relator
39;Agent;category
39;Economic Exchange;event
39;Offeror;roleMixin
39;Conditional Claim;mode
39;Economic Exchange Type;type
39;Offeree;roleMixin
39;Offeror Unconditional Agreement;mode
40;EventFlow;mode
40;UseTestCase;role
40;EntityType;kind
40;ClassTestCase;role
40;BasicFlow;mode
40;RequirementTestCase;role
40;Project;kind
40;UseCase;kind
40;Precondition;role
40;NonFunctionalRequirement;subkind
40;Module;kind
40;Artifact;category
40;FunctionalRequirement;subkind
40;Class;subkind
40;AlternativeFlow;mode
40;BusinessRule;subkind
40;Postcondition;role
40;Requirement;kind
40;Condition;kind
40;TestCase;kind
41;FI Monetary Credit;quality
41;Institution-based Trust;mode
41;Currency Quality Space Structure;kind
41;Monetary System;kind
41;Monetary Object;roleMixin
41;Price;quality
41;Purchasing Power;mode
41;FI Monetary Debt;quality
41;Monetary Authority;roleMixin
41;Control;relator
41;Not Valid Monetary Object;phaseMixin
41;Purchaseble VC Token;roleMixin
41;Object Type;type
41;Pricing;relator
41;Monetary Credit;quality
41;Financial Institution;roleMixin
41;Digital Monetary Object;roleMixin
41;Virtual Currency Token;roleMixin
41;Bidirectional Flow VC Token;roleMixin
41;Monetary Object Type;type
41;Valid Monetary Object;phaseMixin
41;Virtual Currency Quality Space;datatype
41;Normative Description;category
41;Object;category
41;Monetary Debt;quality
41;Virtual Currency Token Type;type
41;Agent;category
41;Bidirectional VC Control;subkind
41;Monetary Authority Credit/Debt Relation;relator
41;Virtual Currency System;kind
41;Object-based Credit/Debt;subkind
41;Virtual Currency Scheme Description;category
41;Currency Quality Space;datatype
41;Aggregated Exchange Power;mode
41;Currency;kind
41;Closed VC Token;roleMixin
41;Financial Institution Credit/Debt Relation;relator
41;Unidirectional Flow VC Token;roleMixin
41;Exchange Power in VC;mode
41;Exchange Power;mode
41;Virtual Currency Quality Structure;kind
41;Exchange Power in Currency;mode
41;VC Control;relator
41;Money Status Function Description;category
41;Registry-based Credit/Debt;subkind
41;Physical Monetary Object;roleMixin
41;Social Object;category
41;Virtual currency;kind
42;ActiveProfessor;phase
42;Curriculum;kind
42;CourseCoordinator;role
42;InactiveCurriculum;phase
42;Discipline;kind
42;StudentMandate;relator
42;Parity;datatype
42;Semester;quality
42;Enrollment;relator
42;InactiveProfessor;phase
42;Higher Education Institution;subkind
42;EgressStudent;phase
42;Center;subkind
42;InactiveClass;phase
42;RegularStudent;phase
42;Field;quality
42;Year;datatype
42;SuspendedStudent;phase
42;Class;role
42;DepartmentChief;role
42;ClassEnrollment;relator
42;Student;role
42;ActiveCurriculum;phase
42;Professor;role
42;Course;kind
42;Organization;kind
42;Department;subkind
42;ProfessorMandate;relator
42;ActiveClass;phase
42;Date;datatype
42;Person;kind
42;Colegiado;role
43;Suspensível;subkind
43;Definitiva (art. 12,I,b);subkind
43;Registro no exterior (art. 12,I,c, primeira parte);subkind
43;Nacionalidade brasileira nata;subkind
43;A requerimento (art. 12,I,c, segunda parte);subkind
43;Na forma de lei;subkind
43;Jus solis (art. 12,I,a);subkind
43;Nacionalidade brasileira naturalizada;subkind
43;Nacionalidade Brasileira;relator
43;Estrangeiros de qualquer nacionalidade;subkind
43;Jus sanguinis;subkind
43;Origem país de língua portuguesa;subkind
44;Music Composer;role
44;Written Representation;kind
44;Publisher;role
44;Software Program;kind
44;Symphonic Poem;subkind
44;Slow Moviment;phase
44;Musician;role
44;Member;role
44;Suite;subkind
44;Person;kind
44;Music Work;subkind
44;Musical Member;role
44;Symphony;subkind
44;Dance-like Moviment;phase
44;Orchestral Work;subkind
44;Artistic Composition;relator
44;Composite Moviment;subkind
44;Publishment;relator
44;Overture;subkind
44;Orchestra;subkind
44;Composer;role
44;Artistic Group;subkind
44;Short Moviment;phase
44;Part;subkind
44;Suite Short Moviment;role
44;Fast Moviment;phase
44;Art Work;kind
44;Musical Group;subkind
44;Musical Composition;relator
44;Individual Artist;role
44;Opera;subkind
44;Artist;mixin
44;Ballet;subkind
44;Moviment;kind
44;Long Moviment;phase
44;Full Score;subkind
44;Group;collective
44;Oeuvre;kind
44;Artistic Member;role
44;Key;datatype
44;Sketch;subkind
44;Individual Moviment;subkind
46;AlbumTrack;role
46;Intention;mode
46;Mother;role
46;LocationCoordinates;datatype
46;MentalState;mode
46;Female Person;subkind
46;Recording;relator
46;Belief;mode
46;Person;kind
46;Album;kind
46;Father;role
46;Physical Object;quantity
46;Inanimate Entity;category
46;Material Entity;category
46;Organization;kind
46;Museum;kind
46;Gallery;kind
46;SpatialThing;category
46;Agent;category
46;Living Person;phase
46;Authorship;relator
46;PriorityLevel;datatype
46;ActiveAgent;mixin
46;Human Heart;kind
46;Group;collective
46;Deceased Person;phase
46;SurgeryRoom;kind
46;ActiveOrganization;phase
46;Band;subkind
46;GeographicalSpace;category
46;Band Member;role
46;Statue;kind
46;Performer Artist;mixin
46;Parent;role
46;Registration;relator
46;ExtinctOrganization;phase
46;Biological Entity;category
46;Desire;mode
46;Offspring;role
46;Male Person;subkind
46;Individual Artist;role
46;Human Organ;category
46;Track;kind
47;Loyal;phase
47;CustomerRelationshipActivity;event
47;Faithful;phase
47;Lead;phase
47;Organization;kind
47;Strategy;event
47;CustomerJourneyExperience;mode
47;Consumption;phase
47;BuyerPersona;kind
47;Channel;kind
47;PhysicalChannel;subkind
47;DigitalChannel;subkind
47;Decision;phase
47;Awareness;phase
47;CustomerRelationshipStatus;relator
47;Market;collective
47;CustomerJourneyActivity;event
47;ValueProposition;relator
47;Promoter;phase
47;Stranger;phase
47;Customer;phase
47;Engage;event
47;Prospect;phase
47;Attract;event
47;Analytic;event
47;Delight;event
47;Consideration;phase
47;InformationElement;kind
47;Advocacy;phase
48;Receiver;roleMixin
48;Agent;category
48;Money Transfer Conditional Commitment;mode
48;Cash Event;subkind
48;Provider;roleMixin
48;Good Transfer Conditional Commitment;mode
48;Economic Exchange;event
48;Economic Agent;roleMixin
48;Sell Event;subkind
48;Bilateral Economic Contract;relator
48;Economic Event;event
49;Preventive Action;subkind
49;Item Evaluation;relator
49;Problem Issue;role
49;Person;kind
49;Registered NC;phase
49;Finished Issue;phase
49;Identified NC;phase
49;Cause Identification;relator
49;Project;kind
49;Finished NC;role
49;Evaluation Checklist;collective
49;Appraiser;role
49;Evaluation Criteria;kind
49;Employment;relator
49;Noncompliance;kind
49;Issue;kind
49;Improvement Suggestion;subkind
49;Planned NC;role
49;Corretive Action;subkind
49;Implementing Issue;phase
49;Standard Process;kind
49;Resolving NC;role
49;Process Occurrence;mode
49;Lesson Learned;kind
49;Objective Evaluation;relator
49;Planned Issue;phase
49;Project Process;kind
49;NC Issue;role
49;Work Product Evaluation Criteria;subkind
49;Canceled NC;phase
49;Problem;kind
49;Non Effective Issue;phase
49;Process Evaluation Criteria;subkind
49;Problem Action Item;relator
49;Cause;kind
49;Organization;kind
49;NC Action Item;relator
49;Evaluation Find;category
49;Effective Issue;phase
49;NC Cause;role
49;Human Resource;role
50;Tourist;role
50;Plane;kind
50;Passenger;role
50;Boat;kind
50;Hotel Reservation;subkind
50;Route;relator
50;string;datatype
50;Bus Ticket;subkind
50;Bus;kind
50;Hotel Room;kind
50;Plane Ticket;subkind
50;Child;phase
50;Transportation Mean;category
50;Ticket;relator
50;Destination;roleMixin
50;National Destination;roleMixin
50;Travel Investment;datatype
50;Train Ticket;subkind
50;Departure Place;roleMixin
50;Costumer;role
50;Date;datatype
50;International Destination;roleMixin
50;Airbnb;kind
50;Train;kind
50;International Trip;subkind
50;Departure Date;datatype
50;Person;kind
50;Arrival Place;roleMixin
50;Car;kind
50;Driver;role
50;Adult;phase
50;Accommodation;category
50;Legal Authorization;kind
50;National Tourist;role
50;Origin;roleMixin
50;Reservation;relator
50;National Trip;subkind
50;Trip;relator
50;International Tourist;role
50;Arrival Date;datatype
50;int;datatype
50;Driving License;relator
50;Airbnb Reservation;subkind
50;Boat Ticket;subkind
51;Water;subkind
51;InQuantity;mode
51;ChangeInPlace;event
51;HighestGoal;subkind
51;CelestialSphere;kind
51;Potentiality;relator
51;Soul;kind
51;CelestialBody;subkind
51;VirtuousPerson;subkind
51;Mind;kind
51;Premise;role
51;Universe;subkind
51;SmellPerception;kind
51;MentalState;kind
51;SubordinateGoal;subkind
51;Imagination;kind
51;FormedMatter;phase
51;ChangeInQuantity;event
51;FirstPhilosophy-Metaphysics;subkind
51;Psychology;subkind
51;Moved(PassiveObject);role
51;ProductiveSciences;kind
51;Tiranny;subkind
51;HearPerception;kind
51;Before&AfterInTime;subkind
51;Wealth;subkind
51;ResidentPopulation;collective
51;Mathematics;subkind
51;Figure;relator
51;Lawgiver;role
51;Politician;role
51;Number;quantity
51;Community;collective
51;Object;kind
51;ChangeInSubstance;event
51;Nature;kind
51;Polity;subkind
51;PracticalSciences;kind
51;Medicine;subkind
51;TheroraticalWisdom;subkind
51;Biology;subkind
51;IntelectualVirtue;subkind
51;Before&After;mode
51;Before&AfterInChange;subkind
51;Differentia;mode
51;Actuality;relator
51;ObjectOfPerception;kind
51;Extreme;role
51;Theatre;subkind
51;Subject;subkind
51;SpokenWord;subkind
51;string;datatype
51;Meaning;kind
51;Term;kind
51;PerceptiveFaculty;kind
51;ResidentPerson;kind
51;EssentialUniversal-SecondarySubstance;kind
51;ConstitutionalForm;mode
51;Oligarchy;subkind
51;VirtuousActivity;kind
51;UnmovedMover;kind
51;Particular;subkind
51;SupremeGenus-HighestKind;kind
51;Science-Knowledge;category
51;Assertion;kind
51;Non-Citizen;role
51;PrimeMatter;subkind
51;Affirmation;subkind
51;Desire;kind
51;GoodLife;kind
51;NameBearerObject;kind
51;Perception;relator
51;Thinking;relator
51;PracticalWisdom;subkind
51;ImpetuousPerson;subkind
51;Goal;kind
51;EvilPerson;subkind
51;SeePerception;kind
51;Cause;kind
51;StateOfMind;kind
51;Predicate;subkind
51;InSubstance;mode
51;Dance;subkind
51;InQuality;mode
51;Dry;quality
51;PracticalMind;subkind
51;Ethics;subkind
51;SpecialSciences;subkind
51;Constitution;kind
51;Passive Intellect;role
51;ChangeInQuality;event
51;Territory&Assets;kind
51;Botany;subkind
51;FormalCause;subkind
51;Pleasure;subkind
51;Health;subkind
51;Mind;kind
51;Aether;subkind
51;Music;subkind
51;ObjectOfTought;kind
51;Mood;mode
51;Ship-building;subkind
51;Democraty;subkind
51;TheoreticalSciences;kind
51;EssentialParticular-PrimarySubstance;kind
51;TastePerception;kind
51;Mean;kind
51;Element;kind
51;ActiveIntellect;role
51;LivingBeing;kind
51;CommonSense;kind
51;Intelligible Form;kind
51;DifferentiaForGenus;role
51;Knowledge (ofObject);kind
51;Present;phase
51;TheoreticalMind;subkind
51;Citizen;role
51;Virtue;mode
51;Future;phase
51;IncontinentPerson;subkind
51;Person;kind
51;Aristocracy;subkind
51;Matter;quantity
51;AstronomicalTheory;subkind
51;GoldenMean;mode
51;CorrectForm;subkind
51;SublunaryBody;subkind
51;FinalCause;subkind
51;MaterialCause;subkind
51;Cold;quality
51;Time;subkind
51;DifferentiaForSpecies;role
51;ActivePotentiality;role
51;Reproduction;kind
51;SublunaryMatter;subkind
51;Air;subkind
51;Kingship;subkind
51;Happiness;kind
51;boolean;datatype
51;Word;kind
51;Change;event
51;LivingBody;kind
51;InPlace;mode
51;EthicalVirtue;subkind
51;DeviantForm;subkind
51;Species;subkind
51;PoliticalOffice;kind
51;Earth;subkind
51;TouchPerception;kind
51;AccidentalUniversal;kind
51;AccidentalParticular-NonSubstantialParticular;role
51;Past;phase
51;WeakPerson;subkind
51;Agriculture;subkind
51;Right;relator
51;City-State;kind
51;ForcedMotion;event
51;Wet;quality
51;Conclusion;role
51;Convention;relator
51;Denial;subkind
51;Genus;subkind
51;Nutrition;kind
51;Fire;subkind
51;PassivePotentiality;role
51;ContinentPerson;subkind
51;NaturalMotion;event
51;MiddleTerm;role
51;Politics;subkind
51;Mover(ActiveObject);role
51;Syllogism;relator
51;Ruler;role
51;EfficientCause;subkind
51;Arts;subkind
51;Hot;quality
51;Form;mode
51;NaturalPhilosophy-Physics;subkind
51;WrittenWord;subkind
51;Proof;kind
51;Being;mixin
51;Memory;kind
51;Before&AfterInPlace;subkind
52;Solar Radiation;quantity
52;Biological Entity;category
52;Fracture Density;quality
52;Rock exposed to physical stress due to surface exposition;situation
52;Sediment exposed to physical stress due to surface exposition;situation
52;Meteoric Water;historicalRole
52;Chemical Weathering;event
52;Pore Fluid;roleMixin
52;Geological Object;category
52;Chemical altered Geological Solid Object;situation
52;Mass;quality
52;Rock Physical Weathering;event
52;Geochemical Composition;quality
52;Broken-down Sediment and Rock;situation
52;Pore Water;role
52;Sediment Physical Weathering;event
52;Geological Solid Object exposed to surface conditions;situation
52;Physical Weathering;event
52;Geological Solid Object;category
52;Earth Material;category
52;Water;quantity
52;Broken-down Rock;situation
52;Broken-down Sediment;situation
52;Weathered Geologic Solid Object;situation
52;Geological Solid Object infilled with Meteoric Water;situation
52;Broken-down Geological Solid Object;situation
52;Particle Size Average;quality
52;Rock Object;kind
52;Pore Filling;relator
52;Weathering;event
52;Petrographic Composition;quality
52;Geological Solid Object exposed to physical stress due to surface exposition;situation
52;Earth Solid;category
52;Earth Fluid;category
52;Source Rock;historicalRole
52;Sediment Object;kind
52;Chemically altered Geological Solid Object;situation
53;Allelic Variant;role
53;Nucleotide;kind
53;Record;relator
53;Alelle;collective
53;Gene;collective
53;Chromosome;collective
53;Allelic Reference;role
53;Insertion;relator
53;Inserted Nucleotide;role
53;RefSeq;collective
55;Comment;subkind
55;Learning Path;kind
55;Resource;category
55;Creation;subkind
55;Tag;kind
55;Public Interaction;subkind
55;Editable;category
55;Record;relator
55;Collection;kind
55;Component;kind
55;Economic Activity Classification NACE;kind
55;Creatable;category
55;Interaction;kind
55;Book;kind
55;Terms;mode
55;Edit;subkind
55;Country;kind
55;Corporate Resource;category
55;Cookie consent;mode
55;Followable;category
55;Popular Occupation;mode
55;Search;subkind
55;Skill Popularity;subkind
55;Feed;kind
55;Commentable;category
55;NACE Class;quality
55;Delete;subkind
55;Video;kind
55;Job Description;kind
55;Podcast;kind
55;Offer;kind
55;Settings;mode
55;Comment0;relator
55;Link;kind
55;Education Record;kind
55;NACE Group;quality
55;Occupation;kind
55;NACE Division;quality
55;Course;kind
55;Selection;category
55;User;kind
55;Labor Record;kind
55;Popular Selection;kind
55;Company;kind
55;View;subkind
55;Logged Visitor;subkind
55;Follow;subkind
55;Learning Manager;subkind
55;Selected Activity;mode
55;NACE Section;quality
55;Public Resource;category
55;IP Visitor;kind
55;Upvote;subkind
55;Subject;kind
55;Skill;kind
55;Private Interaction;subkind
55;Occupation Popularity;subkind
55;Corporate User;subkind
55;Organization;category
55;Anonymous Visitor;subkind
55;Upvotable;category
55;Deletable;category
55;School;kind
55;Viewable;category
56;Visa;kind
56;Airlain;subkind
56;Scientific Degree;kind
56;Application;relator
56;Results;quality
56;Status;quality
56;Flight;subkind
56;STEM School;subkind
56;Coordination;relator
56;Train;subkind
56;Enrollment;relator
56;Masters;subkind
56;Wish;kind
56;Secondary Azhar;subkind
56;Technical;subkind
56;Nile School;subkind
56;Schedule;kind
56;Secondary Certificate;kind
56;Railway;subkind
56;Check;relator
56;Reservation;relator
56;Ticket;relator
56;Student;role
56;Equivalence;relator
56;Bachelor;subkind
56;Foreing Country;subkind
56;Revision;relator
56;Traveler;role
56;Arab Country;subkind
56;PhD;subkind
56;Secondary General;subkind
56;Kind;kind
58;Generate Student Delay;relator
58;Employee Contract;relator
58;Employee;role
58;Make Reservation for Employee;relator
58;Graduate Student;role
58;Daily;phase
58;Undergraduate Student;role
58;Employee_Loan;role
58;Employee Loan;relator
58;Periodical;subkind
58;Reserved Copy;relator
58;Item;kind
58;Student Loan;relator
58;Videotape;subkind
58;Administrative;role
58;Renew Copy;role
58;Professor;role
58;Delay;role
58;Graduate Contract;relator
58;Book;subkind
58;Student;role
58;Item's Copy;role
58;Undergraduate Contract;relator
58;Renewed Copy;relator
58;Renew Copy for Employee;role
58;Copy;kind
58;Reserve Copy for Employee;role
58;Person;kind
58;Renew Copy for Student;relator
58;Get Copy;relator
58;Regular;role
58;Copy Reservation;role
58;Fine;kind
58;Dvd;subkind
58;Monthly;phase
58;Work;kind
58;Intern;role
58;Renew Employee;relator
58;Return Deadline;kind
58;Collection;collective
58;Make Reservation for Student;relator
58;UNISAM;kind
58;Professor Contract;relator
59;Person as Lessor;role
59;Realty;kind
59;Land Lord (Lessor);roleMixin
59;Rental Agreement (Lease);relator
59;Deed;relator
59;Person as Tenant;role
59;Tenant (Lessee);roleMixin
59;Company as Lessor;role
59;Company;kind
59;Person;kind
59;Company as Owner;role
59;Company as Tenant;role
59;Owner;roleMixin
59;Person as Owner;role
59;Rented Realty;role
60;Allocation;relator
60;Subtstage;collective
60;Organization;subkind
60;Organizational Customer;role
60;Budget;collective
60;Customer;roleMixin
60;Construction Work;kind
60;Personal Customer;role
60;Agent;kind
60;Employee;role
60;Person;subkind
60;Stage;collective
60;Photo;kind
61;Preference;mode
61;Psychological Value Component;quality
61;Loss Aversion;mode
61;Deprecated Bearer;roleMixin
61;Benefit;subkind
61;Intrinsinc Moment;category
61;Risk Seeking Preference;mode
61;Agent;category
61;Preferred Bearer;roleMixin
61;Value;quality
61;Psychological Value Ascription (PVA);mode
61;Intuitive Choice;event
61;Psychological Value;quality
61;Gain;subkind
61;(motivating) INTENTION;mode
61;Situation;kind
61;Intuitive Choice;event
61;Intuition;mode
61;PVA Component;mode
61;Mental Moment;category
61;Action;event
61;Reference Point;mode
61;Rational Value Ascription (RVA);mode
61;Cognitive Bias;mode
61;Loss;subkind
61;Decision;role
61;Decision Resulting Action;event
61;Desire;mode
61;Value Bearer;roleMixin
61;Consequence;role
61;Cognitive Bias;mode
61;Belief;mode
61;ValueBeholder;roleMixin
61;RVA Component;mode
61;Intuition;mode
61;Intention;mode
61;Rational Value;quality
61;Intrinsic Moment Type;type
61;Deliberation;event
61;Rational Preferred Bearer;roleMixin
61;Risk Averse Preference;mode
61;Choice;event
61;VA Component;mode
61;Rational Value Component;quality
61;Psychological Preferred Bearer;roleMixin
61;Value Component;quality
61;Sacrifice;subkind
61;Intention;mode
61;Value Ascription (VA);mode
62;Skill Type;type
62;Human Aspect Phase;type
62;Social Agent;category
62;Object;category
62;Competence Outcome;situation
62;Knowledge;mode
62;Capability-requiring Role;type
62;Capability;category
62;Personal Competence;subkind
62;Human Capability;mode
62;Physical Agent;category
62;Skill;subkind
62;Artifact Type;type
62;Human Aspect Type;type
62;Disposition;category
62;Human Aspect;category
62;Human Capability Type;type
62;Competence Type;type
62;Human Characteristic;mode
62;Task;event
62;Social Capability;mode
62;Capability Outcome;situation
62;Competence Context;situation
62;Capability Manifestation;event
62;Attitude;mode
62;Person;kind
62;Artifact;category
62;Capability Context;situation
62;Agent;category
62;Task Type;type
63;Affiliation;relator
63;UFO-C: Goal;situation
63;Legal Perpetrator;roleMixin
63;UFO-L: Legal Norm;kind
63;Disclose Information;event
63;E-OPL: Complex Organisational Unit;subkind
63;Ethnic Group;subkind
63;Function Variation;mode
63;Criminal Organisation;subkind
63;Real Consequence For Agent;situation
63;Natural Person;kind
63;Assignmnent;relator
63;UFO-B: Counter-factual situation;situation
63;Partial Ownership;subkind
63;Failed Responsibility To Protect;subkind
63;Human Rights Instrument;subkind
63;Has Influence On;subkind
63;UFO-A: Substantial;category
63;Monitoring Event;event
63;Professional Relationship;subkind
63;UFO-C: Institutional Agent;category
63;Abusive Event;event
63;E-OPL: Standalone Organisation;subkind
63;Duty-bearer;roleMixin
63;Force At Work;roleMixin
63;UFO-B: Time Frame;quality
63;Communication Channel;mode
63;Identity Group;kind
63;Oppose;subkind
63;Information Flow;subkind
63;Formal Organisation;subkind
63;Place;kind
63;Absused Person;role
63;Witness;role
63;E-OPL: Organisational Unit;kind
63;Height;quality
63;UFO-L: Power Legal Norm;subkind
63;Consequence For Resulting Event Agent;mode
63;Human Rights Responsibility;mode
63;Consequence On Person;subkind
63;UFO-L: Legal Normative Description;kind
63;Child;phase
63;Confidentiality;mode
63;Monitoring Process;kind
63;Alleged Human Rights Violation;phase
63;Ownership;subkind
63;E-OPL: Simple Organisation;subkind
63;Detained person;role
63;Organisation Member;role
63;Monitoring Record;kind
63;UFO-B: Event;event
63;Integrity Consequence;subkind
63;Material Absuser;role
63;Group;category
63;Original Media Object;category
63;Official Legal Record;kind
63;Paper Document;kind
63;Living Person;phase
63;Information Exchange;event
63;Moral Duty-bearer;roleMixin
63;Complete Ownership;subkind
63;Perpetration by commission;subkind
63;Legal Duty-bearer;roleMixin
63;E-OPL: Complex Organisation;subkind
63;State Authority;subkind
63;Justice;subkind
63;Perpetration by ommission;subkind
63;Human Rights Mechanism;subkind
63;Positive Consequence On Agent;subkind
63;E-OPL: Multiorganisation;subkind
63;Family Relationship;subkind
63;Common Member;role
63;UFO-B: Situation;situation
63;UFO-L: Legally Defined Event;event
63;Human Rights Instrument Article;subkind
63;Economical Consequence;subkind
63;Detained;roleMixin
63;Ethnicity;mode
63;Monitoring Staff;role
63;Complex Place;subkind
63;Circumstantial Group;kind
63;Detainment Conditions;situation
63;Consequence On Collective;subkind
63;Goal Transfer From Sender To Influence Third Agent;subkind
63;Sex;mode
63;Official Legal Process;kind
63;Observation Record;subkind
63;Detained Group;role
63;UFO-A: Non-Agentive Substantial;category
63;Informed Consent;mode
63;Truth;subkind
63;Rights-holder;roleMixin
63;Monitoring Event Participant;role
63;Possible Human Rights Violation;phase
63;Nation State;kind
63;Digital Media Object;category
63;Money Flow;subkind
63;Human Rights Problem;relator
63;Person Relationship;relator
63;E-OPL: Organisation;kind
63;Neutral;subkind
63;Element of Legally Defined Human Rights Violations;subkind
63;Religious Group;subkind
63;UFO-C: Social Object;category
63;UFO-C: Collective Social Agent;category
63;Territorial Consequence;subkind
63;Membership;relator
63;Network Connection;relator
63;Reparation;subkind
63;Recording;event
63;UFO-C: Intention;mode
63;De Facto Detainment;subkind
63;Adult;phase
63;Physical Media Object;category
63;Information Exchange Record;subkind
63;UFO-L: Agentive Legal Institution;category
63;Benign Human Rights Problem;phase
63;Age;quality
63;E-OPL: Team;kind
63;Informal Organisation;subkind
63;Memory;subkind
63;Negative Consequence On Agent;subkind
63;UFO-B: Fact;situation
63;Weight;quality
63;Site;subkind
63;Consequence For Agent;situation
63;Legal Analysis;relator
63;Risk;situation
63;UFO-L: Conduct Legal Norm;subkind
63;UFO-C: Human Agent;category
63;Failed Responsibility To Respect;subkind
63;Media Object;category
63;Digital Folder;kind
63;Legal Consequence;subkind
63;UFO-B: Participation;event
63;Atomic Place;subkind
63;Failed Responsibility To Promote;subkind
63;Duty-bearer representative;role
63;UFO-C: Agent;category
63;Head Member;role
63;UFO-C: Social Agent;category
63;Personal Relationship;subkind
63;Human Rights Standard;subkind
63;Goods Flow;subkind
63;Confirmed Human Rights Violation;phase
63;Information Piece;kind
63;Goal Transfer From Sender;subkind
63;Deceased Person;phase
63;UFO-B: Complex event;event
63;Merged With;subkind
63;UFO-B: Atomic event;event
63;Lead To;subkind
63;De Jure Detainment;subkind
63;Intentional Event;event
63;UFO-L: Legal Agent;category
63;Causation;relator
63;Other Physical Object;kind
63;UFO-L: Singular Legal Agent;category
63;Remedy;subkind
63;UFO-L: Legal Object;category
63;Detention Centre;role
63;Gender Identity;mode
63;Sexual Orientation;mode
63;Physical Consequence;subkind
63;Psychological Consequence;subkind
63;Detainment;relator
63;Digital File;kind
63;Human Rights Violation;phase
63;UFO-B: Action;event
63;Resulting Event;event
63;Religion;mode
63;UFO-C: Society;kind
63;Reputational Consequence;subkind
63;Support;subkind
63;Counter-factual Consequence For Agent;situation
63;Guarantees Of Non-Repetition;subkind
63;Supply Flow;subkind
63;Receive Information;event
63;Geolocation;quality
63;Affective Relationship;subkind
63;Legal Process Relation;relator
63;Legal Victim;roleMixin
63;E-OPL: Simple Organisational Unit;subkind
63;Observation Action;event
63;Service Flow;subkind
63;Legally Defined Human Rights Violation;event
64;Elder;phase
64;Diagnosis;kind
64;Man;subkind
64;MedicalSpecialization;collective
64;Child;phase
64;Person;kind
64;MetabolicDisease;collective
64;HealthUnit;kind
64;Teenager;phase
64;RespiratorySystem;collective
64;HealthAppointment;relator
64;HealthProfessional;role
64;Woman;subkind
64;CirculatorySystem;collective
64;Patient;role
64;Adult;phase
64;ICD;category
64;DocumentType;collective
64;Region;kind
64;Neighborhood;kind
64;Document;kind
64;NervousSystem;collective
64;DigestiveSystem;collective
64;PregnantWoman;phase
66;CnA;kind
66;PoP;kind
66;Activity;category
66;Core;kind
66;Actor;category
66;Community Development;subkind
66;Performance Evaluation;kind
66;Organization;subkind
66;Counter;kind
66;Social Need;category
66;Labor Practices;subkind
66;Object;category
66;Community;subkind
66;Organizational Governance;subkind
66;Social Assistance Service;subkind
67;char;datatype
68;In production;phaseMixin
68;Making;event
68;Complex Action Universal;type
68;Proposition;abstract
68;Artifact universal;type
