Pantanal;The world's largest tropical wetland area, located mostly in Brazil.;subkind
Microorganism;A microscopic organism, especially a bacterium, virus, or fungus.;kind
Sandy;Consisting of or covered with sand.;quality
CollectionLocation;The location where something is collected.;kind
Capoeira;An Afro-Brazilian martial art that combines elements of dance, acrobatics, and music.;kind
LowLuminosity;A low level of light intensity.;quality
RandomCollection;The act of collecting something in a random manner.;subkind
Environment;The surroundings or conditions in which a person, animal, or plant lives or operates.;kind
Freshwater;Of or found in fresh water, as opposed to salt water.;subkind
FederalLand;Land owned or controlled by the federal government.;subkind
Clearwater;Water that is clear and transparent.;subkind
BlackWater;A type of freshwater habitat characterized by low nutrient content and acidic water.;subkind
ResearchInstitution;An institution that conducts research.;subkind
name;description;inferred_stereotype
Adherence Evaluation;The process of assessing the level of conformity to predefined standards, rules, or guidelines.;kind
Performed General Process;Represents the execution of a general process, without specifying its exact nature.;phaseMixin
Quality Assurance Plan;A document outlining the strategy to ensure quality in a project or product.;kind
Performed Simple Activity;Represents the execution of a simple, atomic activity.;phaseMixin
Noncompliance Identification;The act of recognizing instances where standards or requirements are not met.;kind
Information Item;A generic piece of information. This is too broad to assign a specific stereotype without more context.;
Evaluation Report;A document containing the results of an evaluation.;kind
Process Evaluation;The assessment of a process's effectiveness and efficiency.;kind
Noncompliance Resolution;The process of addressing and rectifying identified noncompliances.;kind
Person Stakeholder;"An individual with an interest in the project. This is redundant; 'Stakeholder' already implies a person or group.";role
Project Manager;The person responsible for leading and managing a project.;role
Quality Auditor;An individual responsible for conducting quality audits.;role
Stakeholder;A person or group with an interest or concern in something.;role
Noncompliance Responsible;The party accountable for addressing a noncompliance.;role
Performed Activity;Indicates that an activity has been carried out.;phaseMixin
Project Team;The group of people working on a project.;collective
Software Product;The software being developed or evaluated.;kind
Composite Artifact;An artifact made up of multiple parts or components.;kind
Software Item;A distinct component of a software product. This could be more specific – is it a module, a function, etc.?;kind
Performed Specific Process;Indicates a process has been executed, but lacks detail on the process itself.;phaseMixin
Simple Artifact;A basic, indivisible artifact.;kind
Team Stakeholder;"Redundant; if it's a project team, they are inherently stakeholders.";role
Noncompliance Register;A documented list of identified noncompliances.;kind
Quality Assurance Process;A systematic approach to ensure quality standards are met.;kind
Corrective Action Register;A log of actions taken to address noncompliances.;kind
Artifact;A general term for any product of the project – documents, code, etc.;kind
Noncompliance Closing;The process of formally resolving a noncompliance.;kind
Performed Process;"Similar to previous; lacks specifics about the executed process.";phaseMixin
Project Plan;A document outlining the project's objectives, activities, and timelines.;kind
Evaluated Process;Indicates that a process has been assessed.;phaseMixin
Artifact Evaluation;The assessment of an artifact's quality and adherence to standards.;kind
Model;A simplified representation of a system or concept.;kind
Quality Assurance Planning;The process of developing the Quality Assurance Plan.;kind
Evaluated Artifact;Indicates an artifact has undergone evaluation.;phaseMixin
Document;A written, printed, or electronic text.;kind
Performed Composite Activity;The execution of an activity comprising multiple steps.;phaseMixin
Noncompliance Control;The overall management and handling of noncompliances.;kind
name;description;inferred_stereotype
Experimental;Relating to or based on experiment.;mode
Inductive;Characterized by the inference of general laws from particular instances.;mode
Precedent;An earlier event or action that is regarded as an example or guide to be considered in subsequent similar circumstances.;role
Reference;The action of mentioning or alluding to something.;relator
Experiment;A scientific procedure undertaken to make a discovery, test a hypothesis, or demonstrate a known fact.;kind
Deductive;Characterized by or based on the inference of particular instances from a general law.;mode
Reasoning;The action of thinking about something in a logical, sensible way.;event
Person;A human being regarded as an individual.;kind
Problem;A matter or situation regarded as unwelcome or harmful and needing to be dealt with and overcome.;kind
EndDate;The date at which something ends.;quality
Outcome;"The way a thing turns out; a consequence.";situation
Group;A number of people or things that are located close together or are considered or classed together.;collective
Location;A particular place or position.;quality
Hypothesis;A supposition or proposed explanation made on the basis of limited evidence as a starting point for further investigation.;kind
InitialDate;The date at which something begins.;quality
Report;An account given of a particular matter, especially in the form of an official document, after thorough investigation or consideration.;kind
Goal;"The object of a person's ambition or effort; an aim or desired result.";kind
Theoretical;Concerned with or involving the theory of a subject or area of study rather than its practical application.;mode
Measure;Ascertain the size, amount, or degree of (something) by using an instrument or device marked in standard units or by applying a standard scale.;relator
Result;"A thing that is caused or produced by something else; a consequence or outcome.";situation
Context;The circumstances that form the setting for an event, statement, or idea, and in terms of which it can be fully understood.;kind
name;description;inferred_stereotype
Flight;An instance of an aircraft traveling through the air from one place to another.;event
Aerodrome;A location, including buildings and equipment, designed for aircraft take-off and landing.;kind
Accident;An unfortunate incident that happens unexpectedly and unintentionally, typically resulting in damage or injury.;event
Aircraft;A vehicle, typically with wings, designed for air travel.;kind
Technical System;A system composed of interconnected components designed to fulfill a specific purpose, often involving technology.;kind
Aerodrome Part;A component or section that makes up an aerodrome.;subkind
Landing;The act of an aircraft descending and coming to rest on the ground.;event
Ground Object;An object located on the ground, potentially within the context of aviation.;subkind
Handling;The act of managing, directing, or controlling something, potentially referring to aircraft ground operations.;event
Agent;An entity capable of acting or having an effect on its environment.;category
Crew;A group of people working together, typically on an aircraft or at an aerodrome.;collective
Aircraft Part-i;A component or part that is integral to an aircraft.;subkind
Object;A material thing.;category
Spatial Object;An object that occupies space.;subkind
Event;An occurrence that happens at a particular time and place.;event
Cabin Crew;The crew members responsible for the safety and comfort of passengers on an aircraft.;subkind
Physical Object;An object that has a physical form and can be perceived by the senses.;subkind
Trope;"A significant or recurrent theme; a motif.";category
Action;The fact or process of doing something, typically to achieve an aim.;event
Data;Facts and statistics collected together for reference or analysis.;kind
Vehicle;A thing used for transporting people or goods, especially on land.;kind
name;description;inferred_stereotype
Inheritance;A mechanism in object-oriented programming where a class (subclass) can inherit properties and behaviors from another class (superclass).;relator
Name;An identifier for a software element.;stringNominalStructure
Code;The textual representation of a software program.;informationObject
Attribute (Member Variable);A variable associated with a class or object, holding its state.;subkind
Object-Oriented Programming Language;A programming paradigm based on the concept of objects.;subkind
Software System;A collection of interacting software components.;kind
Artifact;A product of software development, such as code, documentation, or models.;kind
Class Variable;A variable shared by all instances of a class.;subkind
Nested Class;A class defined within the scope of another class.;subkind
Accessor Method;A method used to access the value of an attribute.;subkind
Nesting;The concept of enclosing one software element within another.;relator
Generic Class;A class that can operate on different data types using type parameters.;subkind
Concrete Class;A class that can be instantiated, meaning objects can be created from it.;subkind
Logical Module;A way of organizing code and data conceptually.;kind
Non-Extendable Class;A class that cannot be subclassed.;subkind
Block;A section of code enclosed in braces {}.;kind
Type Parameter;A placeholder for a data type in a generic class or method.;kind
Software Item;A general term for any element in a software system.;kind
Extendable Class;A class that can be subclassed, allowing for extension.;subkind
Local Variable;A variable declared within a method or block, with local scope.;subkind
Non-Overridable Method;A method that cannot be overridden in a subclass.;subkind
Return Type;The data type of the value returned by a method.;kind
Source Code;The human-readable text of a program.;subkind
Inheritance Visibility;Rules governing the accessibility of inherited members.;kind
Parameter Variable;A variable declared in a method signature, receiving input values.;subkind
Constructor Method;A special method used to initialize objects when they are created.;subkind
Language;A system of communication used in programming.;kind
Named Element;Any element in a program that has a name.;kind
Generic Method;A method that can operate on different data types using type parameters.;subkind
Variable;A storage location that holds a value.;kind
Value Type;A data type where variables directly contain their data.;kind
Concrete Method;A method with a body that defines its implementation.;subkind
Class Method;A method associated with a class rather than an instance.;subkind
Class;A blueprint for creating objects.;kind
Destructor Method;A special method called when an object is destroyed.;subkind
Member;A variable or method associated with a class or object.;kind
Subclass;A class that inherits from another class (superclass).;role
Module;A self-contained unit of code and data.;kind
Mutability;The ability of an object's state to be changed after creation.;quality
Overridable Method;A method that can be redefined in a subclass.;subkind
Primitive Type;A basic data type, such as integer, boolean, or character.;subkind
Program;A set of instructions that a computer executes.;kind
Superclass;A class from which another class inherits.;role
Abstract Class;A class that cannot be instantiated and is meant to be a base for subclasses.;subkind
Abstract Method;A method declared but not implemented in an abstract class.;subkind
Element Visibility;Rules governing the accessibility of software elements.;kind
Method Variable;A variable declared within a method.;subkind
Physical Module;A way of organizing code and data for deployment.;kind
Programming Language;A formal language used to write instructions for a computer.;kind
Root Class;The topmost class in an inheritance hierarchy.;subkind
Type;A classification of data.;kind
Instance Variable;A variable associated with each instance of a class.;subkind
Instance Method;A method associated with an instance of a class.;subkind
Object-Oriented Source Code;Source code written in an object-oriented programming language.;subkind
Method (Member Function);A function associated with a class or object, defining its behavior.;subkind
name;description;inferred_stereotype
Intern;A temporary position for a student or recent graduate to gain work experience.;role
Return Deadline;The date by which a borrowed item must be returned.;situation
Reserve Copy for Employee;The act of reserving a copy of an item for an employee.;roleMixin
Dvd;"A digital video disc; a type of item in the library.";subkind
Student Loan;A loan of an item to a student.;subkind
Renew Employee;To extend an employee's employment contract.;relator
Renew Copy for Employee;The act of renewing a copy of an item for an employee.;roleMixin
Fine;A monetary penalty for failing to return an item on time.;kind
Graduate Student;A student who is pursuing a master's or doctoral degree.;subkind
Work;Activity involving mental or physical effort done in order to achieve a purpose or result.;event
Student;A person who is studying at a school or university.;role
Get Copy;The act of obtaining a copy of an item.;relator
Videotape;"A magnetic tape for recording and reproducing visual images and sound; a type of item in the library.";subkind
Renewed Copy;A copy of an item that has had its loan period extended.;subkind
Person;A human being regarded as an individual.;kind
Renew Copy;The act of extending the loan period for a copy of an item.;relator
Make Reservation for Employee;The act of making a reservation for an employee.;roleMixin
Employee Loan;A loan of an item to an employee.;subkind
Renew Copy for Student;The act of renewing a copy of an item for a student.;roleMixin
Professor Contract;A contract for a professor to work at a university.;subkind
Undergraduate Student;A student at a college or university who has not yet earned a bachelor's degree.;subkind
Reserved Copy;A copy of an item that has been reserved by a patron.;subkind
Item's Copy;A specific instance of an item in the library, like a physical book or DVD.;subkind
Generate Student Delay;The act of generating a delay for a student.;relator
Undergraduate Contract;A contract for an undergraduate student to attend a university.;subkind
Employee_Loan;Appears to be a duplicate of 'Employee Loan'.;subkind
Delay;A period of time that something is late or postponed.;kind
Daily;"Occurring or done every day; a possible loan period type.";subkind
Item;A generic object or thing, in this context, something available at a library.;kind
Monthly;"Occurring or done every month; a possible loan period type.";subkind
Copy;A single экземпляр of an item, such as a specific book or DVD.;kind
Copy Reservation;A reservation for a copy of an item.;subkind
Collection;A group of accumulated items, likely referring to the library's holdings.;collective
Periodical;"A magazine or newspaper published at regular intervals; a type of item.";subkind
Graduate Contract;A contract for a graduate student to attend a university.;subkind
Regular;"Done or happening frequently; a possible loan type or category.";subkind
UNISAM;Likely the name of the institution or organization, possibly a university.;kind
Administrative;Relating to the running of a business, organization, etc.;phaseMixin
Book;"A written or printed work consisting of pages glued or sewn together along one side and bound in covers; a type of item.";subkind
Employee;A person employed for wages or salary, especially at non-executive level.;role
Employee Contract;A legal agreement between an employer and an employee that outlines the terms and conditions of employment.;subkind
Make Reservation for Student;The act of reserving a copy of an item for a student.;roleMixin
Professor;A teacher of the highest rank in a college or university.;role
name;description;inferred_stereotype
DeclaredProvenance;A statement or record indicating the origin or history of something, as asserted by a source.;subkind
Actor;An entity that plays a role in a particular domain or context, capable of actions and interactions.;category
BusinessNeed;A requirement, goal, or objective that a business seeks to achieve to succeed and thrive.;kind
ValueActivity;An action, process, or task performed that directly contributes to generating or increasing value.;category
Agent;An entity that acts on behalf of or represents another entity, with the authority to make decisions and take actions.;role
Sale;A transaction where goods or services are exchanged for a monetary or other valuable consideration.;relator
ProvenanceEvaluation;The assessment or judgment of the quality, authenticity, or reliability of something based on its origin and history.;quality
Provenance;The origin, history, or chain of custody of something, tracing it back to its source or creation.;kind
CounterObject;A physical or digital object used to represent a value, quantity, or other abstract concept in a game or system.;kind
ValueObject;An immutable object that represents a value or concept, primarily defined by its attributes rather than identity.;kind
ConsumerNeed;A requirement, desire, or expectation that a consumer seeks to fulfill by acquiring or using goods or services.;kind
Purchase;The act of acquiring goods or services in exchange for payment, typically involving a transaction.;relator
Consumer;An individual who acquires goods or services for personal use or consumption, rather than for resale or business purposes.;role
Receipt;A written or digital acknowledgment that something has been received, often serving as proof of a transaction.;kind
Provider;An entity that supplies goods, services, or resources to others, often in exchange for payment or other benefits.;role
RawProduct;A basic, unprocessed material or ingredient used in the production or manufacturing of other goods.;kind
GeographicIndication;A sign used on products that have a specific geographical origin and possess qualities or a reputation due to that origin.;subkind
Payment;The act of transferring funds or other valuable consideration to settle a debt, purchase, or obligation.;relator
DeclaredValue;The value of something as formally stated or asserted, often for customs, insurance, or official purposes.;quality
EndProduct;A finished good or product that is ready for sale, use, or consumption, representing the final output of a process.;kind
Policy;A set of principles, rules, or guidelines adopted by an organization to guide decisions and achieve desired outcomes.;kind
Production;The process of creating goods or services by transforming inputs (like materials, labor, and capital) into outputs.;relator
name;description;inferred_stereotype
Uncertain Event;An event whose occurrence is not guaranteed and is subject to probability or chance.;category
User;An individual or entity interacting with a software system.;role
Public Cloud;A computing infrastructure provisioned and accessible to the general public over the internet.;subkind
Incident;An event that disrupts or could disrupt a service or system's intended operation.;event
Authentication;The process of verifying the identity of a user or entity.;process
IaaS Environment;A virtualized computing environment within an Infrastructure as a Service (IaaS) model.;subkind
IT Infrastructure;The combined components supporting information technology systems, including hardware, software, networks, and data centers.;kind
Contract;A legally binding agreement outlining terms and conditions between two or more parties.;kind
Provide Service;The act of delivering or making a service operational and accessible.;relator
Authorization;The process of granting or denying access rights to users or entities based on their verified identities.;process
Availability;A quality representing the degree to which a system, service, or resource is operational and accessible when required.;quality
IT Service Provider;An organization providing information technology services to clients or customers.;role
Consumer Organization;An organization that uses or consumes IT services provided by an IT service provider.;role
Data Storage;The process and technologies involved in storing digital data.;kind
Vulnerability;A weakness or flaw in a system, process, or design that could be exploited to compromise security or integrity.;roleMixin
Occurrence;An instance of an event happening.;event
Hardware;The physical components of a computer system, such as the processor, memory, and storage devices.;kind
Technical Vulnerability;A specific type of vulnerability related to the technical aspects of a system or software.;subkind
Certain Event;An event that is guaranteed or highly probable to occur.;category
Process;A series of actions or steps taken to achieve a particular end.;process
IaaS;Infrastructure as a Service, a model of cloud computing providing on-demand access to computing resources like servers, storage, and networking.;subkind
IT Resource;Any component or asset that supports information technology operations, including hardware, software, data, and networks.;kind
IT Service;A service delivered using information technology resources to meet specific business needs.;kind
Consumer;An individual or organization that uses or benefits from goods or services.;role
Consumer Person;An individual acting as a consumer, specifically a person.;subkind
Event;"Something that happens or is regarded as happening; an occurrence, especially one of some importance.";event
Access Policy;A set of rules and procedures governing access to resources or systems.;kind
Threat;A potential cause of harm or damage to a system, organization, or asset.;roleMixin
Administrative Vulnerability;A vulnerability arising from inadequate or poorly implemented administrative procedures and controls.;subkind
Data Processing;The collection and manipulation of data to produce meaningful information.;kind
Agreed Function;A specific function or purpose agreed upon in a contract or agreement.;kind
name;description;inferred_stereotype
Good Transfer Conditional Commitment;A commitment to transfer goods that is conditional on some criteria being met.;roleMixin
Money Transfer Conditional Commitment;A commitment to transfer money that is conditional on some criteria being met.;roleMixin
Agent;An entity that can act or perform actions within the economic domain.;role
Receiver;An entity that receives something, like goods or money, in an economic exchange.;role
Provider;An entity that supplies or provides something, like goods or services, in an economic exchange.;role
Economic Agent;An agent that participates in economic activities, potentially a more specialized type of Agent.;subkind
Cash Event;An event involving the exchange of cash or money.;subkind
Sell Event;An event where goods or services are exchanged for money.;subkind
Economic Event;A general event that occurs within the economic domain.;subkind
Bilateral Economic Contract;An agreement between two parties involving economic obligations or exchanges.;kind
name;description;inferred_stereotype
Employed;Being in a state of employment or having a job.;phase
Material source;A source from which materials are obtained.;role
Plan Description;A description of a plan.;kind
Make plan;The act of creating a plan.;event
Design conversation;A conversation that takes place during the design process.;subkind
Agent;An entity that can act or perform actions.;category
Use process;The process of using something.;subkind
Disposed;Being inclined or willing to do something.;quality
Make goal;The act of establishing a goal.;event
Capacities;The ability or power to do something.;quality
Communicative acts;Actions that are performed with the intention of communicating something.;subkind
Designer;A person who plans the look or workings of something.;role
Directive (actagenic);A type of speech act that attempts to direct the hearer to perform some future action.;subkind
Using;The act of employing something for a purpose.;event
Testing;The process of trying something out to see if it works or to find out more about it.;event
Use effect;The effect or result of using something.;kind
Field;A particular branch of study or sphere of activity or interest.;kind
Assertive (factagenic);A type of speech act that commits the speaker to the truth of the expressed proposition.;subkind
Practice;The actual application or use of an idea, belief, or method, as opposed to theories relating to it.;kind
Maker;A person or thing that makes something.;role
Artefact design;The design of an artefact.;kind
Object Description;A description of an object.;kind
Complex Action Universal;A universal or general type of complex action.;category
Make process;The process of making something.;subkind
Intention;"A thing intended; an aim or plan.";kind
Capacity;The ability or power to do, experience, or understand something.;quality
Design object;The act of designing an object.;event
Physical Object;An object that has a physical form and exists in the real world.;kind
Use condition;A condition that must be met in order for something to be used.;kind
Capacity universal;A universal or general type of capacity.;category
Result;A consequence or outcome of something.;kind
Proposition;A statement or assertion that expresses a judgment or opinion.;kind
Normative Description;A description that prescribes how something should be or ought to be.;kind
In maintenance;Being in a state of maintenance.;phase
Artifact variant;A different version or form of an artefact.;subkind
Artifact;An object made by a human being, typically of cultural or historical interest.;kind
Planned;Conceived, devised, or arranged in advance.;quality
User;A person who uses something.;role
Usage;The action of using something or the fact of being used.;event
Observation;The action or process of observing something or someone carefully or in order to gain information.;kind
Instrument;A tool or implement, especially one for delicate or scientific work.;subkind
Usage effect;The effect or result of using something.;kind
Usage condition;A condition that must be met in order for something to be used.;kind
Artifact universal;A universal or general type of artefact.;category
Use goal;The goal or purpose for which something is used.;kind
Technical object;An object that is designed and used for a specific technical purpose.;subkind
In distribution;Being in a state of distribution.;phase
In use;Being used.;phase
In production;Being in the process of being produced.;phase
Making;The act of creating something.;event
Use plan;A plan for how something will be used.;kind
name;description;inferred_stereotype
Conditional Commitment;A commitment that is contingent upon certain conditions being met.;phase
Offer;A proposal to do something, typically in exchange for something else.;kind
Economic Exchange Type;A category or classification of economic exchanges.;type
Offered Contribution Type;A category or classification of offered contributions in an economic exchange.;type
Offeror Unconditional Agreement;The offeror's agreement to the terms of an offer without any conditions.;phase
Counterpart Contribution Type;A category or classification of counterpart contributions in an economic exchange.;type
Economic Agreement;An agreement between two or more parties regarding economic matters.;kind
Agent;A person or thing that acts or has the capacity to act.;role
Economic Offering;The act of presenting something for acceptance or rejection.;kind
Preference;A greater liking for one alternative over another or others.;quality
Economic Exchange;The act of giving something in return for something else.;kind
Offeree;The person or entity to whom an offer is made.;role
Offered Contribution;The contribution that is offered in an economic exchange.;kind
Offeree Unconditional Agreement;The offeree's agreement to the terms of an offer without any conditions.;phase
Counterpart Contribution;The contribution that is made in return for the offered contribution in an economic exchange.;kind
Offeror;The person or entity who makes an offer.;role
Conditional Claim;A claim that is contingent upon certain conditions being met.;phase
name;description;inferred_stereotype
int;;
Publication;A published work, such as a book, article, or website.;kind
Concept Referencing Recommendation;A recommendation that references a specific concept.;kind
Recommendation Version;A specific version or iteration of a recommendation.;kind
Problematic Recommendation;A recommendation that is identified as being problematic or incorrect.;role
Problematic Concetp;A concept that is identified as being problematic or incorrect.;role
Recommendation Referencing Recomendation;A recommendation that references another recommendation.;kind
Concept;A general idea or notion.;kind
Concept Definition;A statement that defines or explains a concept.;kind
Indirectly Recommendation Referenced Recomendation;A recommendation that is referenced indirectly through another recommendation.;kind
Correct Concept;A concept that is considered to be accurate and correct.;role
char;;
Recommendation;A suggestion or proposal as to the best course of action.;kind
Concept Defining Recommendation;A recommendation that defines or explains a concept.;kind
Referenced Concept;A concept that is referenced by another concept or recommendation.;role
Possibly Problematic Recommendation;A recommendation that is suspected of being problematic or incorrect.;role
Recommendation Referenced Recomendation;A recommendation that is referenced by another recommendation.;kind
name;description;inferred_stereotype
UFO:Quality Region;Represents a specific range or scope within a quality dimension in the UFO ontology.;subkind
UFO:Quality Value;Denotes a specific value or instance within a quality dimension in the UFO ontology.;subkind
NFR:Requirement;Represents a condition or capability needed by a stakeholder to solve a problem or achieve an objective, often related to non-functional aspects.;kind
Nonmaleficence Requirement;A specific type of requirement focused on avoiding or minimizing harm or negative impacts.;subkind
Justice Requirement;A specific type of requirement ensuring fairness and equity in the distribution of benefits, risks, and costs.;subkind
UFOC:Goal;Represents a desired state or outcome that an agent or system aims to achieve, typically defined within the UFO-C pillar of the UFO ontology.;kind
NFR:Quality Requirement;A requirement specifically addressing non-functional aspects or qualities of a system, such as performance, security, or usability.;subkind
COVER:Loss Event;Represents an event that leads to a loss or reduction in value, often used in the context of risk management or security.;subkind
Autonomy Requirement;A requirement ensuring the ability of an individual or entity to make their own decisions and act independently.;subkind
Beneficence Requirement;A requirement focused on promoting well-being, positive impacts, or benefits.;subkind
COVER:Gain Event;Represents an event leading to an increase or gain in value.;subkind
Nonmaleficence Intention;An intention or aim to avoid causing harm or negative consequences.;subkind
UFO:Quality;Represents a general characteristic or attribute that can be used to describe or evaluate entities within the UFO ontology.;kind
UFO:Quality Universal;This term seems to refer to a fundamental or universally applicable quality within the UFO ontology, but more context is needed for a precise definition.;
Explicability Requirement;A requirement for something to be understandable or explainable, often in the context of transparency or accountability.;subkind
Ethical Requirement;A general requirement related to moral principles and values.;subkind
Beneficence Intention;An intention to do good or bring about positive outcomes.;subkind
Intention;Represents a mental state that embodies the aim or plan to do something.;kind
UFO:Agent;Represents an entity capable of acting or causing actions within the UFO ontology.;kind
name;description;inferred_stereotype
Entity Subclass;A class that inherits from another entity class, representing a specialized type of entity within the database model.;role
Single Entity Table;A database table that stores data for instances of a single entity class, even if it has subclasses. Used in single table inheritance strategies.;role
Instance Variable;A variable or attribute associated with an instance of an entity class, representing a specific data point for that entity.;subkind
Entity Superclass;A general entity class from which other entity classes (subclasses) inherit properties and relationships.;role
Entity Table;A database table designed to store data for instances of a particular entity class.;role
Foreign Key Column;A column in a database table that references the primary key of another table, establishing a link between the two tables.;role
One To Many Relationship Mapping;The process of mapping a one-to-many relationship between two entity classes to database tables, usually involving foreign keys.;relator
Column;A fundamental unit of structure within a database table, representing a specific attribute or data field for the entities stored in the table.;kind
Mapped Primary Key;The primary key of an entity class that is mapped to a specific column in a database table.;role
Nullability;A property of a column in a database table that determines whether the column can contain null values, affecting data integrity.;quality
Many to Many Relationship Mapping;The process of mapping a many-to-many relationship between entity classes to database tables, typically using an association table.;relator
Table per Class Inheritance Mapping;An inheritance mapping strategy where each class in the hierarchy, including abstract classes, has its own database table.;relator
Relationship Mapping;The overall process of representing relationships between entity classes within the structure of database tables.;relator
Relationship Association Table;A dedicated database table used to represent a many-to-many relationship between two or more entity tables.;role
Variable Mapping;The process of mapping variables or attributes of an entity class to specific columns in a database table.;relator
Entity Class;A class that represents a type of entity or data structure within a database model, defining its properties and relationships.;role
Spuerclass;Likely a typo and should be 'Superclass'. Assuming this refers to a superclass in an inheritance hierarchy.;role
Mapped Variable;An instance variable or attribute of an entity class that is directly mapped to a column in a database table.;role
Multiple Entities Table;A database table designed to store data for instances of multiple entity classes.;role
Inheritance;A fundamental concept in object-oriented programming where a subclass inherits properties and behaviors from its superclass.;relator
Primary Key Column;A designated column in a database table that uniquely identifies each row or record within that table.;role
Extendable Class;A class designed in a way that allows other classes (subclasses) to inherit from it and extend its functionality.;subkind
Class;A fundamental concept in object-oriented programming, representing a blueprint or template for creating objects.;kind
Inheritance Mapping;The process of defining how an inheritance hierarchy of classes is translated into a relational database schema.;relator
Class Mapping;The process of mapping a class, its attributes, and relationships to a database schema, including tables and columns.;relator
Subclass;A class that inherits properties and behaviors from its superclass, representing a more specialized type of object.;role
Single Table Inheritance Mapping;A strategy for mapping an inheritance hierarchy to a database where all subclasses share a single table with a discriminator column.;relator
Foreign Key Mapping;The process of mapping a foreign key relationship between classes or entities to columns in database tables.;relator
Mapped Foreign Key;A foreign key in an entity class that has a corresponding column mapping in a database table.;role
Primary Key Mapping;The mapping of the primary key attribute of an entity class to a specific column in a database table.;relator
Many To One Relationship Mapping;The process of mapping a many-to-one relationship, where multiple instances of one entity can be associated with a single instance of another.;relator
One To One Relationship Mapping;Mapping a relationship where a single instance of one entity is associated with a single instance of another entity.;relator
Table per Concrete Class Inheritance Mapping;An inheritance mapping strategy where each concrete class in the hierarchy has its own database table, but abstract classes do not.;relator
Table;A fundamental component of a relational database, organized into rows and columns to store and organize data.;kind
name;description;inferred_stereotype
Access;The act of using or retrieving information or resources.;relator
Group of Organizations;A collection of multiple organizations.;collective
Spatial Entity;An entity that has a physical location or occupies space.;kind
Accessed Account;An account that has been accessed.;role
Organization;A structured group of people with a common purpose.;kind
PC;A personal computer.;subkind
Person;A human being.;kind
Mobile;A mobile device, such as a smartphone or tablet.;subkind
Location;A particular place or position.;kind
Client Person;A person who is a client of an organization.;role
Inactive Account;An account that is not currently active or in use.;role
Accessing Device;A device used to access information or resources.;role
Withdraw;The act of taking money out of an account.;relator
Withdrawing ATM;An ATM that is being used to withdraw money.;role
Client Organization;An organization that is a client of another organization.;role
Client;A person or organization that uses the services of another.;role
Account;A record of financial transactions.;kind
Organization Member;A person who is a member of an organization.;role
Bank;A financial institution that accepts deposits and makes loans.;subkind
ATM;An automated teller machine.;subkind
Device;A piece of equipment designed for a particular purpose.;kind
Active Account;An account that is currently active and in use.;role
Withdrawed Account;An account from which money has been withdrawn.;role
name;description;inferred_stereotype
NonTutoredDiscipline;A discipline or subject that is not tutored, implying self-study or external learning.;subkind
Organization;A structured group of people with a common purpose, such as an educational institution.;kind
Answer;A response provided in reply to a question, typically within an educational context.;kind
Course;A structured program of study, potentially within a discipline or subject area.;kind
OpenQuestion;A question that is open-ended and allows for a range of possible answers.;subkind
AnsweredQuestion;A question that has been answered.;subkind
Enrollment;The act of enrolling in a course or program of study.;relator
Agent;An individual or entity capable of acting or performing actions within the system.;category
ParticipantWithanswer;A participant who has provided an answer, suggesting involvement in an activity like a Q&A.;role
NonCharacterizingTopic;A topic that does not contribute to the main characteristics or theme, potentially supplementary.;subkind
ActiveStudent;A student who is actively engaged in learning or participating in a course.;role
CharacterizingTopic;A topic that is essential and helps define the character or theme of something.;subkind
Topic;A subject or theme being discussed or studied within a discipline or course.;kind
Participant;An individual involved in an activity, likely within the context of a course or learning environment.;role
Discipline;A branch of knowledge, typically studied academically.;kind
TutoredDiscipline;A discipline or subject that has assigned tutors or instructors for guidance.;subkind
Student;An individual enrolled in a course or program of study.;role
Ementa;A syllabus or course outline, detailing topics and expectations.;kind
Professor;A teacher of the highest rank in a college or university.;role
Person;A human being, representing individuals within the educational system.;kind
Curriculum;The subjects comprising a course of study in a school or college.;kind
WorkContract;A contract outlining the terms of employment, potentially between an institution and a professor.;kind
CharacterizedQuestion;A question defined by specific characteristics or features.;subkind
Tutor;An individual who provides private instruction or guidance to a student.;role
ParticipantWithQuestion;A participant who has posed a question, suggesting active engagement in a learning setting.;role
Question;A sentence worded or expressed so as to elicit information.;kind
NonCharacterizedQuestion;A question that lacks specific defining characteristics, potentially general in nature.;subkind
EducationalInstitution;An organization dedicated to education, providing courses and programs.;subkind
Tutoring;The act of providing private instruction or guidance to a student.;relator
name;description;inferred_stereotype
Element;A fundamental component or constituent of a whole.;kind
Essence;The intrinsic nature or indispensable quality of something, especially something abstract, that determines its character.;quality
Form;The visible shape or configuration of something.;kind
Temperance;Abstinence from alcoholic drink.;kind
Courage;"The ability to do something that frightens one; bravery.";quality
Reason;The power of the mind to think, understand, and form judgments logically.;quality
Wisdom;"The quality of having experience, knowledge, and good judgment; the quality of being wise.";quality
Education;The process of receiving or giving systematic instruction, especially at a school or university.;kind
Guardians;A defender, protector, or keeper.;role
Air;The invisible gaseous substance surrounding the earth, a mixture mainly of oxygen and nitrogen.;kind
World'sBody;The physical or material aspect of the world.;kind
Family;A group consisting of parents and children living together in a household.;collective
Spirit;"The nonphysical part of a person that is the seat of emotions and character; the soul.";kind
Demiurge;A being responsible for the creation of the universe.;role
name;description;inferred_stereotype
Mecânica;The mechanics of a game, representing the rules and procedures that govern how the game is played.;kind
Gameplay;The interactive experience of playing a game, encompassing the actions, choices, and strategies employed by players.;event
